PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
8,24,5,12,14,26,1,5,26,0,0,1,4
5,10,7,4,13,1,0,17,17,0,1,1,5
124,158,43,49,57,53,3,18,87,4,15,0,0
10,20,3,19,9,16,0,11,21,0,3,1,4
12,16,6,17,11,7,1,11,33,1,1,1,4
25,24,11,20,17,11,0,3,20,1,1,1,2
17,44,2,13,7,7,2,19,60,0,1,1,3
9,30,11,48,46,11,2,14,33,0,1,1,3
17,24,4,26,6,11,10,37,88,2,18,10,3
18,24,11,20,10,11,0,19,34,0,0,0,3
15,24,1,6,5,11,1,9,31,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
5,23,6,11,14,11,1,15,25,0,1,1,4
4,13,1,11,9,5,1,9,31,0,0,1,4
18,24,17,15,26,11,2,23,26,0,0,0,3
19,36,3,35,17,18,1,12,51,1,9,6,3
24,24,1,4,4,11,2,17,40,1,1,1,2
28,24,14,93,44,11,32,114,10,8,32,15,0
8,15,4,4,4,11,2,17,28,1,3,1,4
25,38,17,28,23,27,1,11,22,1,11,0,2
9,24,5,18,12,11,0,10,30,0,1,1,4
10,19,4,17,14,19,1,13,24,0,1,1,4
22,45,39,9,29,23,2,87,26,0,0,1,3
25,42,9,32,20,11,1,19,78,1,1,1,2
18,24,11,20,17,11,3,19,34,1,1,1,3
21,24,2,8,4,11,0,3,33,0,0,1,3
51,24,3,7,17,11,23,4,21,1,19,1,1
18,24,11,20,17,11,3,19,34,0,0,0,3
12,26,6,20,17,15,1,14,54,0,2,1,4
18,48,34,35,56,11,3,37,71,0,1,1,3
2,8,13,7,17,5,0,17,10,1,1,1,4
9,10,5,11,12,19,1,7,61,0,1,1,3
20,24,8,68,16,11,18,77,63,2,18,10,1
23,64,43,32,56,21,2,14,54,2,8,6,2
2,8,12,8,16,13,0,10,14,1,1,1,4
16,24,4,9,9,47,1,11,51,0,0,1,3
10,23,8,14,17,3,0,19,19,2,4,6,4
18,24,5,7,17,4,5,19,34,1,1,1,3
16,22,7,8,11,21,0,14,34,1,2,2,3
8,12,16,69,41,11,35,108,33,0,13,3,0
58,92,68,64,74,32,4,26,47,4,40,8,1
11,24,25,14,32,11,2,7,10,0,0,0,3
10,18,0,7,3,3,1,3,71,1,1,1,4
14,18,1,4,2,7,1,5,7,1,1,1,4
23,24,9,12,17,11,1,8,13,0,0,0,3
7,16,11,167,17,18,1,6,34,1,1,1,4
35,56,21,22,24,11,2,9,30,1,3,1,2
4,7,1,5,3,1,1,7,39,1,1,1,4
26,41,19,9,20,49,1,8,16,16,1,1,2
18,9,10,8,14,6,0,3,19,2,3,15,5
6,11,3,23,21,6,1,2,15,0,6,1,4
18,24,11,20,17,11,0,19,34,1,1,1,3
13,24,7,28,9,11,2,50,79,0,4,8,3
18,15,8,4,10,3,0,2,36,1,0,11,4
2,3,0,4,1,3,0,19,33,0,1,1,5
7,14,6,7,10,8,0,8,30,0,1,2,4
46,24,3,9,17,11,0,29,42,0,1,1,1
18,70,4,8,17,9,1,5,23,0,4,25,2
3,9,1,4,2,6,0,9,59,1,1,1,4
5,35,15,21,15,15,1,2,34,1,1,1,5
21,40,3,37,24,34,1,13,68,0,2,1,2
3,24,3,6,4,6,20,5,8,8,2,1,3
18,24,4,4,17,4,0,19,25,1,1,1,3
16,24,3,7,17,11,0,5,10,0,0,1,4
39,24,5,6,6,11,1,12,41,0,2,6,1
11,24,7,51,11,22,0,29,33,0,3,1,4
18,5,3,4,6,5,3,9,35,1,0,8,5
4,19,8,13,17,10,0,14,24,1,1,1,4
18,24,27,63,22,11,3,40,31,1,1,1,3
42,69,42,76,92,39,1,26,32,2,5,1,2
8,17,7,23,15,23,1,14,36,1,9,0,3
13,24,5,16,8,103,0,14,41,0,0,1,4
64,24,18,46,3,11,3,14,24,3,8,1,1
18,15,9,6,12,5,0,5,42,1,0,11,4
2,31,16,7,17,6,2,34,36,1,1,1,3
18,24,14,16,24,11,1,2,10,0,0,0,3
17,32,4,16,9,12,1,21,33,0,0,0,3
26,24,12,19,25,11,28,96,30,5,17,5,0
51,24,81,18,82,11,2,10,6,0,1,2,1
13,33,17,109,58,11,39,143,51,3,44,2,0
9,19,3,25,6,17,0,5,53,0,0,0,4
6,12,7,6,11,7,1,6,10,1,0,2,5
5,24,16,14,2,19,0,19,34,0,0,1,5
92,24,9,21,3,11,2,5,35,10,26,1,0
5,30,4,19,10,4,0,19,71,1,1,1,4
9,24,8,10,15,11,1,4,9,0,0,0,3
13,33,10,8,10,11,0,15,29,0,0,1,4
3,24,14,0,8,15,3,3,21,0,0,1,3
48,113,63,39,62,11,3,16,35,0,0,1,1
5,12,0,2,1,1,1,10,32,1,1,1,4
31,24,1,4,2,11,0,9,36,1,1,1,2
16,47,26,27,39,13,1,17,48,1,5,4,3
18,24,20,25,7,8,1,7,46,1,5,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
12,27,2,10,11,8,0,17,18,0,1,1,4
16,24,11,10,17,11,24,4,7,0,0,0,1
16,27,2,29,13,12,0,6,34,1,5,2,3
9,16,3,10,13,11,0,17,19,0,1,1,4
8,20,3,8,6,20,2,4,7,1,1,1,3
27,24,4,22,5,11,0,10,126,0,0,1,2
13,30,6,23,5,10,0,12,48,0,0,0,3
24,24,4,25,17,11,2,5,16,0,0,1,3
9,24,11,12,12,11,0,7,5,0,1,1,4
13,27,3,26,0,17,0,3,61,2,1,1,3
2,5,0,2,1,1,0,1,29,1,1,1,4
18,24,11,20,79,11,0,19,34,0,0,0,3
28,24,6,24,12,26,1,6,34,0,0,1,2
84,125,4,27,17,11,2,23,20,1,3,1,0
11,24,18,53,20,11,2,60,34,9,39,96,4
20,31,10,17,7,26,0,15,36,0,0,0,3
16,24,5,15,6,11,1,62,63,0,8,10,3
17,27,10,26,22,12,1,9,54,0,0,1,3
24,30,0,1,0,2,0,13,33,0,0,1,3
11,24,26,26,42,11,1,9,11,0,0,0,3
21,24,1,0,1,8,1,7,44,0,3,0,2
1,4,2,5,3,4,0,15,22,0,0,0,5
1,1,0,2,0,4,0,14,31,0,0,1,5
18,24,11,20,17,11,0,19,34,0,0,0,3
26,44,5,7,17,4,3,123,17,1,1,1,2
19,33,2,34,15,10,1,9,28,2,7,3,3
20,40,4,55,47,10,2,13,22,7,5,16,3
19,38,5,18,12,28,1,17,38,1,13,2,3
18,24,11,20,46,11,3,19,34,0,0,0,3
9,24,5,6,9,11,0,12,24,1,1,1,3
16,24,19,40,27,11,42,23,1,3,25,1,0
16,28,3,16,10,8,1,9,79,0,0,1,3
8,23,2,25,11,11,0,19,61,4,18,3,3
40,24,7,17,7,11,2,47,24,0,1,1,1
14,19,3,5,4,3,2,11,36,1,1,1,3
7,22,20,26,25,9,1,15,15,2,9,7,4
12,24,11,12,12,6,2,19,16,2,5,3,3
18,24,11,20,10,11,0,19,34,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
8,24,7,11,14,11,0,9,19,0,2,0,3
7,15,0,4,2,3,0,4,70,1,1,1,4
65,24,28,107,36,11,3,40,41,0,2,3,1
8,14,1,5,3,9,0,25,51,0,0,0,4
11,31,2,19,10,11,1,4,39,0,0,1,4
16,31,8,6,11,3,0,8,41,0,1,8,3
15,24,1,11,6,14,0,28,55,0,2,0,4
18,24,11,20,32,11,2,19,34,0,0,0,3
27,24,27,26,7,7,1,6,27,1,4,1,2
46,24,9,18,13,11,2,7,32,0,3,1,1
6,33,7,13,17,7,1,6,1,0,0,38,3
27,42,4,3,6,0,0,13,31,0,1,1,2
18,24,11,20,11,11,0,19,34,0,0,0,3
31,24,3,2,4,11,2,9,23,0,0,0,2
8,16,3,18,10,12,0,9,57,0,2,1,4
57,82,93,71,120,25,2,18,27,22,24,1,1
38,24,29,33,50,11,65,82,34,4,12,12,0
5,10,4,6,5,39,2,9,5,0,1,1,3
3,11,29,1,18,19,3,77,18,0,0,1,3
51,24,17,10,22,11,1,3,6,0,0,0,2
9,16,14,17,26,11,2,24,45,0,1,1,4
18,24,11,20,17,11,0,19,34,1,1,1,3
3,6,12,1,10,11,2,28,1,1,0,1,4
21,35,4,26,14,15,1,22,48,1,1,1,2
18,24,11,20,0,11,0,19,34,0,0,0,3
6,23,5,36,14,11,1,7,51,1,1,1,4
5,18,5,10,10,31,1,6,14,0,0,1,4
4,10,5,11,4,6,0,9,29,0,1,1,4
9,35,8,52,28,11,19,116,41,8,46,20,1
6,10,0,1,0,2,0,11,14,0,0,1,5
8,24,4,7,9,11,10,17,3,0,2,0,3
6,21,6,18,12,15,2,15,26,0,0,0,4
8,24,3,5,3,11,2,21,18,0,0,1,4
7,13,2,11,6,7,1,10,30,1,2,0,4
26,36,2,61,27,1,1,17,32,0,0,0,3
18,24,11,20,0,11,0,19,34,1,1,1,3
3,7,11,7,15,9,1,11,42,0,0,2,5
9,22,4,25,20,23,1,18,69,1,2,1,4
21,24,1,8,4,11,0,11,52,0,0,1,3
28,121,11,0,10,4,3,25,9,1,1,1,0
13,24,5,10,17,11,1,5,13,0,1,1,4
18,36,9,21,24,14,1,12,43,0,1,1,3
4,14,1,8,4,21,0,13,31,2,0,1,4
7,13,4,6,8,79,1,11,20,0,0,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
22,24,3,15,7,11,2,8,44,0,6,1,3
8,24,8,26,0,23,1,10,8,0,0,1,3
15,43,8,15,13,21,1,20,53,1,7,0,3
15,29,8,30,17,10,1,8,23,1,11,6,3
18,24,11,20,9,11,0,19,34,0,0,0,3
13,26,3,7,7,7,1,17,49,0,2,0,3
11,23,1,23,11,9,1,10,47,0,1,1,4
11,22,4,23,12,9,1,16,40,1,1,1,4
47,24,4,9,2,11,3,6,40,0,0,1,1
66,78,51,38,54,11,1,15,35,3,2,1,1
4,17,0,11,4,5,0,10,15,1,2,1,4
18,37,8,7,10,21,1,16,4,0,1,1,3
50,24,53,58,59,32,3,15,29,0,0,1,1
12,25,2,29,14,14,1,8,50,0,5,2,3
6,12,3,21,0,17,1,5,7,0,0,1,4
20,43,6,34,31,25,1,22,39,4,8,1,3
17,42,38,34,57,11,2,28,52,0,1,1,3
24,36,6,38,19,10,1,21,55,2,17,12,3
11,30,16,95,51,11,36,136,57,3,44,2,0
13,31,9,28,25,16,1,10,30,0,1,1,3
48,24,2,7,17,11,0,26,37,0,0,1,0
19,24,3,14,10,15,1,5,47,0,1,0,3
37,24,6,0,5,11,3,20,23,0,0,1,2
7,19,6,14,14,6,0,9,25,0,5,1,4
20,30,2,12,3,39,0,5,30,0,0,1,3
5,7,7,10,14,18,1,11,16,0,0,1,4
9,12,21,32,27,8,1,15,3,3,9,9,3
42,11,2,20,7,52,1,3,34,1,0,1,4
5,14,4,15,11,7,1,7,27,0,0,1,4
18,79,12,8,14,9,0,5,16,0,0,13,3
13,26,3,12,6,27,1,14,62,4,2,4,3
29,59,29,19,29,11,2,13,33,1,3,1,2
18,24,11,20,17,11,3,19,34,1,1,1,3
15,24,5,17,12,6,1,9,43,0,0,1,3
12,42,28,21,39,11,3,24,49,1,1,1,3
1,8,2,4,5,5,0,5,23,0,4,0,5
29,62,27,39,40,30,2,22,43,1,2,0,2
4,7,0,3,1,1,1,0,36,1,1,1,4
16,23,8,24,18,9,1,6,58,0,2,1,3
4,8,11,28,17,2,1,8,20,0,0,1,4
16,46,10,26,1,10,0,8,23,1,1,1,4
1,7,1,3,2,1,1,7,30,1,1,1,4
55,24,8,10,6,11,3,60,38,0,2,3,1
36,57,27,41,36,38,2,21,31,3,24,2,1
13,39,12,64,36,11,28,181,52,9,46,20,0
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,11,20,13,11,0,19,34,0,0,0,3
6,11,5,7,7,4,0,10,25,1,1,1,5
4,5,11,34,16,1,0,8,9,0,0,1,5
8,17,1,12,8,16,0,15,87,0,13,1,4
11,24,8,7,9,17,6,15,30,1,1,1,2
21,24,13,29,19,6,1,9,19,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
7,11,5,4,8,3,0,16,4,0,1,1,4
4,6,1,5,3,2,0,21,21,0,1,1,5
10,24,2,6,4,11,0,3,16,0,0,1,4
11,27,3,11,8,8,2,18,49,0,1,1,4
12,21,1,17,8,9,1,15,56,1,1,1,4
20,24,10,27,20,21,0,14,39,0,0,1,3
16,27,12,34,30,18,1,10,46,0,0,1,3
15,53,2,25,11,4,1,21,58,0,2,0,3
18,24,127,20,100,11,2,19,34,0,0,0,3
6,25,2,19,17,12,0,12,42,0,0,1,3
8,18,2,7,4,8,0,15,81,27,3,1,3
4,24,3,21,19,21,2,15,20,1,0,1,4
4,12,3,10,9,6,0,6,20,0,0,1,4
21,50,28,31,33,26,1,17,32,2,28,1,2
18,24,11,20,20,11,0,19,34,0,0,0,3
26,24,8,47,25,22,2,12,19,0,8,1,2
14,47,6,6,10,8,1,9,34,1,1,2,3
18,24,11,20,0,11,0,19,34,0,0,0,3
18,24,11,20,0,11,0,19,34,0,0,0,3
4,8,4,9,8,21,1,10,26,0,1,1,4
7,7,0,43,33,11,0,10,39,0,0,1,3
6,0,113,6,59,19,3,11,10,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
14,18,7,12,14,29,4,19,6,0,1,1,3
18,24,11,20,17,11,3,19,34,0,0,0,3
8,24,7,18,10,16,0,10,16,1,0,1,4
8,16,2,8,8,3,3,16,9,0,1,1,3
19,24,7,12,8,86,1,8,52,0,0,1,3
34,103,99,47,45,59,1,31,34,2,6,1,1
2,7,2,9,7,17,0,14,38,0,15,1,4
67,24,3,54,4,11,0,3,70,1,2,1,1
18,24,11,20,10,11,0,19,34,0,0,0,3
33,51,51,26,47,11,1,15,22,2,8,1,2
46,24,7,44,23,42,1,11,52,0,1,1,1
14,24,4,10,10,31,1,16,14,1,2,1,3
64,24,7,27,15,37,2,9,42,1,3,1,0
18,24,11,20,52,11,0,19,34,0,0,0,3
36,24,20,38,47,11,1,5,20,0,0,0,1
37,24,5,16,3,11,1,3,14,1,1,1,2
9,23,8,29,26,16,0,12,73,0,1,1,3
5,24,2,5,6,12,4,35,155,1,1,1,5
8,9,6,9,9,22,1,7,30,0,0,1,4
4,11,5,11,11,6,1,7,17,0,1,1,4
7,21,12,8,15,8,0,14,30,0,1,2,3
22,94,19,20,14,5,3,22,6,0,1,1,0
12,24,22,12,28,11,2,7,6,0,0,0,3
17,24,7,9,13,33,1,10,12,0,0,1,3
12,20,6,24,20,10,1,10,55,0,6,1,3
30,24,2,18,19,11,1,8,45,0,0,1,4
18,27,5,7,17,11,0,45,24,1,1,1,3
10,24,1,18,2,11,2,4,30,0,0,1,4
6,12,4,5,6,11,0,14,16,1,3,1,4
22,68,174,10,93,35,4,32,12,1,1,1,2
18,24,11,20,0,3,0,19,34,1,1,1,3
28,48,22,42,47,25,2,14,38,0,2,1,2
30,45,8,7,12,9,0,24,10,1,1,2,2
59,24,43,22,53,11,2,11,15,0,0,2,1
18,24,11,20,0,11,0,19,34,0,0,1,3
6,13,2,14,6,5,0,3,18,0,2,2,4
10,24,20,28,19,11,2,61,52,0,4,10,3
6,8,6,10,9,11,1,6,10,0,0,1,4
18,24,11,17,7,8,1,7,51,1,4,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
11,24,5,8,5,11,0,6,24,0,0,1,4
4,11,7,7,9,13,0,7,13,2,0,9,4
18,24,11,20,10,11,0,19,34,0,0,0,3
91,112,108,90,34,59,2,34,49,3,12,1,0
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,11,20,47,11,1,19,30,0,0,0,3
13,18,12,40,17,15,2,7,2,0,0,1,4
9,20,2,15,10,10,1,8,54,0,1,1,4
18,24,11,20,0,11,0,19,34,0,0,0,3
5,9,0,2,1,1,1,7,29,1,1,1,4
5,19,2,17,0,17,0,5,14,0,0,1,4
7,25,3,19,11,11,1,4,36,0,0,1,4
5,24,4,6,8,11,0,8,14,0,0,0,4
20,24,2,19,5,11,1,35,106,1,18,8,3
27,50,3,19,18,2,2,5,22,4,5,11,2
18,24,11,20,70,11,0,19,34,0,0,0,3
18,24,11,20,17,11,0,19,34,1,1,1,3
4,15,4,17,0,17,1,7,20,0,0,1,4
18,24,11,20,36,11,0,19,34,0,0,0,3
11,30,4,26,5,15,0,11,38,0,0,0,4
11,26,5,36,18,13,1,9,32,0,4,3,3
6,16,6,17,10,11,0,7,29,0,2,0,4
60,24,47,60,49,30,2,35,29,3,25,1,1
14,24,11,41,13,11,26,49,34,2,18,10,0
12,15,7,10,14,23,2,13,19,0,0,1,4
15,24,10,18,17,11,6,4,9,0,0,1,4
8,19,4,11,10,16,0,13,38,0,0,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
3,10,12,6,14,8,0,13,12,0,1,1,4
12,27,8,30,26,22,1,12,48,1,4,1,3
18,24,2,20,9,24,2,4,24,20,7,1,3
9,11,8,21,14,11,1,4,22,0,0,1,4
38,53,6,35,19,9,1,17,65,3,8,7,3
56,88,91,72,103,37,2,34,29,15,20,1,1
19,35,16,16,23,11,0,12,43,0,0,1,3
16,24,4,13,9,45,12,9,31,1,1,1,2
72,26,2,0,1,8,1,11,42,0,3,2,0
14,26,5,14,4,15,0,4,27,1,0,1,3
21,24,4,7,6,2,1,6,40,0,1,1,3
20,28,3,26,20,28,2,10,51,1,5,1,3
36,24,3,18,15,11,8,45,6,0,0,0,3
36,50,20,6,33,13,1,15,18,0,1,1,1
20,59,7,7,8,11,0,2,25,0,0,1,3
6,7,5,4,8,2,2,11,18,0,0,1,4
17,26,6,26,7,17,0,55,50,0,0,0,3
6,24,4,2,4,11,3,6,34,1,1,1,5
112,129,58,45,58,31,3,34,37,5,24,3,0
14,41,5,6,17,4,3,31,23,1,1,1,3
47,76,19,31,28,22,2,25,50,2,11,0,1
16,28,5,6,17,4,3,7,71,1,1,1,3
17,24,1,6,2,11,5,13,56,0,0,1,3
18,24,11,20,22,11,0,19,34,0,0,0,3
5,10,6,6,9,5,0,3,34,1,0,6,5
14,30,9,33,30,34,1,13,35,2,13,1,3
18,24,11,20,9,11,0,19,34,0,0,0,3
18,24,0,14,17,11,1,5,21,0,2,1,3
12,26,12,21,26,5,0,19,8,3,0,12,3
14,38,2,5,7,6,0,14,17,0,1,1,3
10,21,2,16,8,8,0,16,22,0,1,0,4
2,6,9,9,15,8,0,14,20,0,1,1,5
18,24,11,20,17,11,3,19,34,1,1,1,3
17,24,7,54,13,11,16,85,58,2,18,10,0
26,40,6,7,17,4,3,64,116,1,1,1,2
11,24,9,14,19,11,1,10,22,1,1,1,3
8,6,3,9,9,21,1,8,56,0,0,1,3
67,24,5,7,2,11,2,8,63,87,88,1,1
25,24,5,18,17,11,2,6,59,1,3,1,2
17,24,5,27,13,8,2,1,54,3,5,9,3
20,49,13,33,24,23,1,26,54,2,12,0,2
18,48,11,20,0,11,0,19,34,0,1,1,2
9,19,1,24,11,8,1,7,20,2,11,3,4
24,48,52,31,66,16,1,12,33,19,27,8,2
24,38,11,29,20,9,1,12,38,5,6,7,2
7,25,1,13,6,11,0,19,49,0,5,1,3
7,15,5,18,11,5,0,13,20,1,3,0,4
39,85,40,44,53,25,3,19,44,4,17,5,1
3,11,9,7,12,11,1,12,13,1,3,1,4
25,77,59,61,61,21,1,27,86,1,4,1,1
15,24,5,14,12,11,1,6,27,0,1,1,4
12,22,18,41,27,8,2,8,53,4,5,14,3
21,24,8,14,7,7,8,7,22,2,1,1,2
6,16,1,4,2,11,1,4,27,1,1,1,4
24,71,17,36,34,25,1,22,52,1,2,0,2
101,124,59,10,91,17,5,17,18,1,1,1,0
14,24,5,19,3,11,2,4,24,0,0,1,4
14,23,5,6,17,4,3,8,21,1,1,1,4
10,22,2,7,8,113,0,10,34,0,0,1,4
18,24,4,9,2,11,16,19,15,1,0,1,3
16,24,7,35,10,11,2,77,45,1,1,1,3
9,20,7,21,13,14,0,5,19,0,0,0,4
11,31,11,7,14,8,1,13,42,1,1,2,3
7,11,16,17,3,6,0,11,69,0,1,0,3
36,60,6,39,17,11,1,11,54,1,1,1,1
32,24,17,41,26,21,1,7,25,0,3,1,2
17,44,5,17,17,12,1,12,24,0,0,1,3
11,12,6,10,13,23,2,12,23,0,0,1,4
18,24,11,20,0,11,0,19,34,0,0,1,3
22,24,8,13,16,11,1,7,21,0,0,0,3
11,24,5,14,9,211,0,27,26,0,0,1,4
16,27,5,21,17,24,3,12,56,1,5,1,2
5,10,1,4,5,7,0,7,40,0,2,0,4
26,50,19,15,18,26,1,14,8,1,0,1,3
17,22,1,6,3,7,2,5,40,1,1,1,3
19,33,5,26,13,14,1,5,23,0,0,1,3
37,24,4,38,2,11,2,9,74,0,0,1,2
2,8,4,7,8,9,0,5,15,1,5,0,5
39,24,23,14,26,11,2,9,14,0,2,1,2
3,12,4,21,11,4,1,11,41,1,4,2,4
8,15,5,13,4,4,0,5,39,0,2,0,4
13,29,12,10,14,60,1,19,6,0,1,1,3
23,24,5,13,9,7,1,8,27,1,1,1,2
41,24,11,42,14,11,2,54,47,0,1,1,1
16,27,3,8,8,7,1,5,49,0,2,1,3
6,15,7,18,17,12,1,8,38,0,1,1,4
14,35,6,4,6,11,0,1,31,0,0,1,3
6,16,10,23,18,26,1,11,22,0,9,0,4
13,24,5,12,8,86,1,4,23,0,2,1,3
14,24,9,18,17,11,2,9,20,0,0,1,4
17,24,6,67,29,11,15,75,73,2,18,10,1
54,24,23,70,26,11,3,24,84,0,2,4,0
2,5,5,6,17,4,2,4,39,1,1,1,3
24,40,17,14,24,29,3,18,6,7,1,1,2
1,1,0,1,0,1,0,11,20,0,0,1,5
64,24,3,4,17,11,1,11,32,0,1,1,1
46,60,35,23,47,22,3,11,18,2,0,7,1
14,29,4,13,12,10,0,15,27,0,0,1,3
12,35,6,31,16,15,1,21,34,3,23,17,3
6,14,9,28,22,19,1,9,25,0,1,1,4
13,24,5,12,9,67,1,4,29,0,2,1,3
8,16,3,20,16,26,1,18,28,1,10,1,4
6,24,2,5,4,67,1,3,23,0,0,1,4
11,25,4,29,14,26,1,4,59,0,0,1,4
13,24,3,9,5,46,1,4,34,0,2,1,3
19,34,13,33,29,17,2,12,60,0,7,1,3
1,5,0,2,0,1,0,1,27,1,1,1,5
31,74,19,38,31,34,1,20,58,1,2,0,2
29,50,24,37,26,23,1,8,80,2,8,1,2
18,24,11,20,17,11,0,19,34,0,0,0,3
14,24,3,10,9,151,1,3,69,1,1,1,3
33,78,5,3,7,4,4,19,6,0,1,1,1
4,11,3,7,6,18,1,9,43,0,0,1,3
16,24,11,33,12,11,1,52,100,3,32,38,3
11,24,23,35,27,11,51,57,34,2,37,1,0
14,46,9,23,4,10,1,9,34,1,0,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
11,24,19,36,25,11,43,23,34,3,15,0,0
9,27,3,12,7,11,1,14,23,0,1,0,3
18,24,11,20,0,11,0,19,34,0,0,0,3
18,24,11,20,17,11,0,19,34,0,0,0,3
9,17,3,11,10,18,0,13,52,0,0,1,4
18,24,11,20,12,11,0,19,34,0,0,0,3
3,16,5,10,12,11,1,13,23,0,1,1,4
6,24,1,10,10,13,8,7,27,1,0,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
55,24,27,29,45,11,2,8,12,0,0,1,1
11,22,3,18,15,11,1,9,37,0,0,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,11,20,77,11,0,19,34,0,0,0,3
7,24,2,15,2,11,1,4,46,0,0,1,4
18,24,6,6,5,11,2,14,0,1,1,1,3
13,24,9,77,20,11,2,55,65,0,3,6,3
18,24,11,20,17,11,3,19,34,1,1,1,3
8,13,4,13,13,7,0,3,17,10,4,3,4
26,24,6,51,23,11,14,130,37,11,4,5,1
18,24,17,26,5,2,1,27,37,0,1,1,3
12,23,9,24,18,19,1,16,31,0,11,1,3
9,17,8,6,11,7,0,8,21,1,0,2,4
17,33,3,35,16,16,1,9,50,1,4,2,3
7,19,9,19,15,20,1,15,25,0,14,0,4
31,24,64,69,66,11,142,144,47,7,0,12,0
6,15,4,32,1,31,0,4,14,0,0,0,5
10,21,6,14,9,8,0,8,26,1,12,6,3
43,56,8,26,21,61,15,6,28,1,2,3,1
14,19,6,7,10,3,1,8,48,0,0,2,3
18,24,11,20,17,11,3,19,34,1,1,1,3
18,22,8,7,12,9,0,4,9,11,0,13,3
24,24,2,13,12,11,1,8,29,0,2,1,2
4,5,20,11,14,7,2,28,0,1,0,1,4
12,31,10,24,24,14,1,13,75,0,0,1,3
8,33,6,12,17,7,1,6,8,0,0,31,3
22,37,4,131,54,11,10,175,89,0,13,3,1
16,21,4,24,14,11,1,5,30,0,0,1,3
4,15,5,11,13,11,1,12,23,0,1,1,5
4,23,16,8,17,6,1,35,34,1,1,1,3
24,41,3,52,24,12,1,23,31,0,0,0,3
26,24,3,20,6,11,2,29,100,1,16,16,2
40,24,4,8,2,11,5,9,76,0,0,1,1
24,24,30,60,25,11,68,79,34,2,18,10,0
11,23,14,9,17,20,0,6,6,1,1,1,4
17,24,5,4,7,11,0,10,15,1,1,1,3
11,22,2,16,17,7,0,3,20,1,1,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
7,16,12,28,24,14,1,8,22,0,1,1,4
39,75,17,12,11,11,3,10,28,0,2,1,1
18,24,11,20,17,11,3,19,34,1,1,1,3
10,12,6,18,20,2,0,19,43,0,0,1,4
3,8,0,3,1,1,0,1,37,1,1,1,5
17,24,4,18,10,24,1,8,24,0,0,1,3
15,44,3,32,15,14,1,9,66,1,1,1,3
9,16,0,7,3,10,0,17,85,1,1,1,3
6,24,2,5,6,10,1,24,64,1,0,1,3
18,24,11,20,36,11,0,19,34,0,0,0,3
12,25,5,27,20,10,1,15,50,0,1,1,3
24,24,5,14,15,31,0,14,59,0,0,1,3
21,24,14,44,16,16,0,16,40,0,0,1,3
2,5,0,2,1,4,3,20,18,0,0,0,5
25,24,16,35,17,11,1,53,37,0,9,9,2
18,24,11,20,0,0,0,19,34,0,0,0,3
4,11,2,6,3,1,1,7,29,1,1,1,4
4,15,22,20,34,11,1,24,35,0,1,1,4
26,24,2,10,8,39,3,12,47,1,1,1,2
7,18,4,22,15,12,1,6,55,0,1,1,3
12,18,5,16,17,8,0,10,23,1,1,1,4
22,24,5,23,12,1,1,12,35,0,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
18,36,15,37,84,30,1,13,58,1,5,1,2
24,24,2,6,5,11,2,12,29,1,1,1,3
18,24,11,20,33,11,1,19,89,0,0,0,3
6,14,0,2,1,5,3,9,29,0,0,1,4
3,24,1,7,2,5,4,19,18,3,0,1,4
14,22,8,19,17,9,0,2,13,1,1,1,4
7,18,6,14,16,6,0,19,13,2,1,13,3
11,20,1,9,5,9,1,10,30,0,1,0,4
4,24,11,20,13,11,1,32,40,9,1,1,4
10,21,3,17,4,25,0,5,53,0,0,0,3
2,7,2,6,4,2,0,19,36,0,1,1,5
10,23,13,9,16,8,1,13,43,0,0,13,4
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,11,20,17,11,0,19,34,0,0,0,3
2,3,4,6,2,4,0,5,31,0,0,0,4
8,17,3,8,4,22,2,9,6,1,1,1,3
7,22,5,17,17,13,0,6,27,0,0,1,4
15,24,11,20,17,11,0,3,31,1,1,1,4
7,14,4,10,10,22,0,15,30,0,1,1,4
14,24,17,55,20,11,1,27,63,1,22,20,4
8,24,3,9,8,126,1,5,25,0,2,1,4
7,13,5,6,17,4,3,4,8,1,1,1,4
14,24,18,53,19,11,2,61,34,5,21,58,3
6,15,3,8,6,33,2,3,7,0,1,1,3
22,52,5,6,17,4,0,13,12,1,1,1,3
